,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
sipsby.com,found,Sips by,SIPS BY LLC,sipsby.com,,,+1 800-778-7879,support@sipsby.com,Information Technology,Software & Services,Internet Software & Services,Internet,20,32,"E-commerce,Internet,Technology,Consumer Staples,Marketing & Advertising,B2C","The Sips by Box is the only multi-brand, personalized tea subscription box. Each month, we match tea drinkers across the U.S. with delicious teas from over 150 global tea brands that weâ€™re sure theyâ€™ll love. Choose loose leaf or bagged tea, caffeinated...",2016,"PO Box 300361, Austin, TX 78703-0007, US",America/Chicago,-6,300361,PO Box,,Austin,78703,Texas,TX,United States,US,30.28109,-97.75943,https://logo.clearbit.com/sipsby.com,sipsby,company/sips-by,sipsby,7.81E+17,"â˜•ï¸ Discover premium teas
 ðŸ˜ Personalized to your preferences
 ðŸŒ From brands around the world
 ðŸ‘‡ Explore tea with us!",1336,252,,https://t.co/FIXNArsGke,https://pbs.twimg.com/profile_images/887776320553328640/bztHs9o9_normal.jpg,organization/sips-by,FALSE,private,,,,53757,233573,30,11-50,,,,$1M-$10M,,"aws_route_53,cloud_flare,zendesk,microsoft_exchange_online,mailchimp,outlook,microsoft_office_365,hotjar,google_tag_manager,shopify,klaviyo,taboola_ads,facebook_advertiser,google_analytics,conversio",
mirascreen.com,found,,,mirascreen.com,,,,"Support@MiraScreen.com,Business@MiraScreen.com",Information Technology,Technology Hardware & Equipment,Communications Equipment,Computer Networking,36,33,"Networking,Technology,Internet,Mobile,B2C,B2B",Plug a MiraScreen device into an HDMI port on TV or projector to screen mirror wireless content from any mobile device and laptop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,private,,,,86306,59051,,,,,,,,"aws_route_53,cloud_flare,amazon_ses,shopify,youtube,facebook_advertiser,google_analytics",
blinkforhome.com,found,Blink,Immedia Semiconductor LLC,blinkforhome.com,,,"+1 781-332-5465,+1 800-778-7879,+1 206-266-4064",info@blinkforhome.com,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,,51,"Technology,Information Technology & Services,Consumer Electronics,B2C","Affordable, wireless home security camera systems from Blink Home Security. No monthly subscription fee. Learn more and purchase yours today!",2009,"100 Burtt Rd #125, Andover, MA 01810, USA",America/New_York,-5,100,Burtt Road,125,Andover,1810,Massachusetts,MA,United States,US,42.6034932,-71.1630749,https://logo.clearbit.com/blinkforhome.com,blinkforhome,company/blink-home-security,blinkforhome,2.58E+09,"Meet Blink, the ultra-affordable, totally wire-free HD home security camera.
 
 For status update & support, please visit:
 https://t.co/5KrPIHd279",5610,801,"Boston, MA",https://t.co/DVvaW4N0pf,https://pbs.twimg.com/profile_images/913385420041412608/X1RS_zYl_normal.jpg,organization/blink-7,FALSE,private,,364820918,+1 508-791-3366,29434,96785,30,11-50,,5800000,,,,"cloud_flare,zendesk,postmark,amazon_s3,amazon_payments,google_analytics,mandrill,amazon_ses,talkable,google_tag_manager,shopify,bing_advertiser,taboola_ads,facebook_advertiser",amazon.com
callistopublishersclub.com,found,,,callistopublishersclub.com,,,,,Consumer Discretionary,Media,Media,Publishing,73,54,"E-commerce,Publishing,B2C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,private,,,,52097,247449,,,,,,,,"google_apps,cloud_flare,godaddy_nameserver,shopify,hubspot,piwik,google_analytics",
weddingshopworld.com,found,,,weddingshopworld.com,,,+852 5976 8089,info@weddingshopworld.com,,,,,,,,"WhereÂ do you buy wedding-related products online with free worldwide shipping at discounted or best prices? Shop, purchase, and browse wedding-related items and products here and get them shipped for free right in time for your wedding.",,,,,,,,,,,,,,,,https://logo.clearbit.com/weddingshopworld.com,,,,,,,,,,,,FALSE,private,,,,,161642,,,,,,,,"google_apps,cloud_flare,shopify,facebook_advertiser,conversio,google_tag_manager",
makesyouspecial.com,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjorkandberries.com,found,BjÃ¶rk & Berries,,bjorkandberries.com,bjorkandberries.se,,"+46 26 21 51 51,+46 73 545 19 00,+46 70 090 08 30,+49 40 4293367,+39 02 4979 3529,+31 70 335 2565","hello@bjorkandberries.com,customer@bjorkandberries.com,carina.dm@bjorkandberries.com,christoffer.ohrman@bjorkandberries.com",Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,7,11,"E-commerce,Consumer Discretionary,Cosmetics,B2C",,,,,,,,,,,,,,,,,,,company/bj%C3%B6rk-&-berries,,,,,,,,,,FALSE,private,,,,,1391375,5,43475,,,,$0-$1M,,"wistia,cloud_flare,klaviyo,hotjar,google_tag_manager,shopify,typekit_by_adobe,facebook_advertiser,google_analytics",
survivalfrog.com,found,Survival Frog,Survival Frog LLC,survivalfrog.com,survivalfrog.org,,"+1 800-773-7737,+1 855-640-3764,+1 916-445-1254","support@survivalfrog.com,support@survivalFrog.com,Support@SurvivalFrog.com,support@SurvivalFrog.com",Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,59,45,"E-commerce,Consumer Discretionary,Retail,B2C",Largest online survival store in the industry. AMAZING buying experience for all our customers. BEST Survival Gear 2019. Prepare NOW to survive later!,,"2488 W 2nd Ave, Denver, CO 80223-1007, US",America/Denver,-7,2488,W 2nd Ave,,Denver,80223,Colorado,CO,United States,US,39.72016,-105.01889,https://logo.clearbit.com/survivalfrog.com,,company/survivalfrog,SurvivalFrog,1.85E+09,Our mission is to provide you with the most essential survival gear while maintaining affordability that you won't find anywhere else. Preparing made easy.,11068,431,"Denver, CO",http://t.co/tgHByF9oNi,https://pbs.twimg.com/profile_images/690682984601559040/poqIguew_normal.png,,FALSE,private,,,,50462,191485,15,11-50,,,,$1M-$10M,,"bing_advertiser,aws_route_53,cloud_flare,klaviyo,microsoft_exchange_online,justuno,sendgrid,amazon_payments,outlook,microsoft_office_365,shopify,youtube,twitter_button,vimeo,facebook_advertiser,neustar_ad_advisor,google_analytics,criteo,authorizenet",
shopifypreview.com,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transparentlabs.com,found,Transparent Labs,TRANSPARENT LABS LLC,transparentlabs.com,,,+1 949-357-1711,support@transparentlabs.com,,,,,28,32,B2B,Transparent Labs offers a full suite of sports supplements that provide 100% formula transparency with science-backed ingredients at clinically tested dosages.,,"Lindon, UT 84042, USA",America/Denver,-7,,,,Lindon,84042,Utah,UT,United States,US,40.3456087,-111.7197315,,transparentlabs,,TransparentLabs,2.73E+09,,6,0,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,FALSE,private,,,,25298,86558,,,,,,,,"google_apps,visual_website_optimizer,cloud_flare,zendesk,yotpo,talkable,shopify,twitter_button,disqus,facebook_advertiser,google_analytics,conversio,criteo,privy,google_tag_manager",
amapolaveganshop.com,found,Amapola Vegan Shop,,amapolaveganshop.com,,,,info@amapolaveganshop.com,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,56,42,"E-commerce,Consumer Staples,B2C","Descubre en Amapola Vegan Shop lo Ãºltimo en moda y complementos VEGANOS en Barcelona. La mejor selecciÃ³n de calzado, ropa y accesorios. Para hombre y mujer.",,"Travessera de GrÃ cia, 129, 08012 Barcelona, Spain",Europe/Madrid,1,129,Travessera de GrÃ cia,,Barcelona,8012,Catalunya,CT,Spain,ES,41.4002711,2.1560798,https://logo.clearbit.com/amapolaveganshop.com,amapolaveganshop,,amapolavegan,1.38E+09,"Tienda vegana de calzado y complementos para mujer, hombre y bebe.
 
 Vegan shop. Shoes and accessories for woman, men and babies.",365,304,travessera de gracia 129,http://t.co/zZAS4rnQWk,https://pbs.twimg.com/profile_images/512200772507811841/yWbnMclU_normal.jpeg,,FALSE,private,,,,,2840667,,,,,,,,"cloud_flare,google_analytics,facebook_connect,shopify,facebook_advertiser,privy",
altitude-sports.com,found,Altitude-sports.com,,altitude-sports.com,altitude-sports.ca,,"+1 800 729 0322,+1 514 495 1111",info@altitude-sports.com,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,56,42,"E-commerce,Consumer Staples,Retail,B2C",Technical clothing for the city and nature - New Collections Winter 2019. Free shipping on $49+ orders in Canada. Members get free returns & save 5%.,1984,"Montreal, QC, Canada",America/Montreal,-5,,,,Montreal,,Quebec,QC,Canada,CA,45.5016889,-73.567256,https://logo.clearbit.com/altitude-sports.com,altitudesports,company/altitude-sports-com,AltitudeSports_,4.00E+07,"We're about the outdoors, traveling and culture; from the backcountry to downtown. And we're really nice + slightly cheeky.",2914,857,"Montreal, QC, Canada",http://t.co/5XGL0Q81Oo,https://pbs.twimg.com/profile_images/502195667414953984/WgKNesN6_normal.jpeg,organization/altitude-sports-com,FALSE,private,,,,,31400,75,51-250,,,,$10M-$50M,,"google_apps,cloud_flare,zendesk,mailchimp,amazon_s3,sendgrid,zopim,google_analytics,google_tag_manager,shopify,bing_advertiser,facebook_advertiser,hotjar,conversio,criteo",
platanomelon.com,found,PlatanomelÃ³n,,platanomelon.com,"platanomelon.net,platanomelon.org",,"+34 911 23 69 40,+34 900 40 00 04,+34 902 12 24 24,+34 916 60 43 00",hola@platanomelon.com,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health & Wellness,80,62,Health & Wellness,"Mucho mÃ¡s que un Sex Shop Online o una Tienda ErÃ³tica | Somos la Marca de Juguetes ErÃ³ticos LÃ­der en EspaÃ±a | La mejor relaciÃ³n Calidad Precio del Mercado | A diferencia de otros SexShop, somos Fabricantes âœ… Nuestros Juguetes Sexuales disfrutan de 2 aÃ±...",,,,,,,,,,,,,,,,https://logo.clearbit.com/platanomelon.com,platanomelon,company/platanomel%C3%B3n,platanomelon,2.81E+09,"SuscrÃ­bete a nuestro canal de YouTube y aprende sobre sexo sin moverte del sofÃ¡ https://t.co/VFIfgaAfpQ
 VolverÃ¡s a jugar :)",4999,337,EspaÃ±a,http://t.co/vR5h8PMwho,https://pbs.twimg.com/profile_images/1151159351765274627/45hDNfWw_normal.png,,FALSE,private,,,,,326947,5,43475,,,,$0-$1M,,"google_apps,cloud_flare,godaddy_nameserver,typeform,mailchimp,amazon_s3,sendgrid,amazon_payments,instagram,help_scout,facebook_social_plugins,shopify,klaviyo,google_analytics",
diyrecordingequipment.com,found,DIY Recording Equipment,,diyrecordingequipment.com,,,,support@diyrecordingequipment.com,,,,,36,33,B2C,"Build your own DIY microphones, amplifiers, and more.",2010,,,,,,,,,,,,,,,https://logo.clearbit.com/diyrecordingequipment.com,diyrecordingequipment,,,,,,,,,,,FALSE,private,,,,146408,762849,,,,,,,,"cloud_flare,amazon_s3,google_remarketing,shopify,youtube,vimeo,facebook_advertiser,google_analytics",
jomers.com,found,JOMERS,,jomers.com,,,,cs@jomers.com,,,,,56,42,"E-commerce,B2C","Jomers, it all started with a simple idea. High Quality. Low Markups. No Compromises. Menswear made with premium fabrics and high quality construction can be affordable.",,,,,,,,,,,,,,,,https://logo.clearbit.com/jomers.com,,,jomers_com,4.94E+08,"Menswear founded on fabric, fit, quality, and style.",9828,10564,NYC,https://t.co/t45dXbrHDP,https://pbs.twimg.com/profile_images/1014940625190510592/mNJ-WeSe_normal.jpg,,FALSE,private,,,,36798,213327,,,,,,,,"cloud_flare,godaddy_nameserver,amazon_s3,hotjar,adroll,shopify,klaviyo,facebook_advertiser,recaptcha,zopim,google_analytics,privy",
littleunicorn.com,found,Little Unicorn,,littleunicorn.com,littleunicorn.biz,,+1 435-248-4142,"info@littleunicorn.com,dataprivacy@littleunicorn.com",Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,23,32,"E-commerce,Consumer Discretionary,Consumer Goods,B2C","Your brand for diaper bags, muslin blankets, luxury blankets, and car seat accessories.",,"15 S Main St, Logan, UT 84321, USA",America/Denver,-7,15,South Main Street,,Logan,84321,Utah,UT,United States,US,41.7310533,-111.8353106,https://logo.clearbit.com/littleunicorn.com,littleunicornofficial,company/little-unicorn,liluniofficial,2.80E+09,"Artisan baby accessories for your little one. | 
 Please email info@littleunicorn.com for immediate customer service.
  #littleunicornlove",1327,2484,,https://t.co/0LhMEvnJ4F,https://pbs.twimg.com/profile_images/509755650977435648/ZPoNwUcl_normal.jpeg,organization/little-unicorn-day-nurseries,FALSE,private,,,,64121,151456,30,11-50,,,,$1M-$10M,,"cloud_flare,godaddy_nameserver,klaviyo,microsoft_exchange_online,amazon_s3,outlook,microsoft_office_365,shopify,twitter_button,facebook_advertiser,lucky_orange,google_analytics,conversio,google_tag_manager",
proozyfit.com,found,ProozyFit,,proozyfit.com,,,+1 866-681-7798,"support@proozyfit.com,hr@proozyfit.com",Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health & Wellness,80,62,Health & Wellness,"ProozyFit offers a one-of-a-kind experience at our flagship store in Eagan, Minnesota. Think CrossFit Gym, Yoga Studio, and Juice Bar with a unique blend of high-end retail for active lifestyle and outdoors enthusiasts.",,"980 Discovery Rd, Saint Paul, MN 55121-2093, US",America/Chicago,-6,980,Discovery Rd,,Saint Paul,55121,Minnesota,MN,United States,US,44.8349,-93.14187,https://logo.clearbit.com/proozyfit.com,,company/proozyfit,ProozyFit,3.34E+09,Why should it cost so much to be healthy? We're fixing that at https://t.co/W7nGqEYyGc #fitness #healthyliving #running,4435,4369,USA,https://t.co/W7nGqEYyGc,https://pbs.twimg.com/profile_images/1041683005423726595/Pp4ghxUZ_normal.jpg,,FALSE,private,,,,50830,197778,30,11-50,,,,$1M-$10M,,"google_apps,cloud_flare,godaddy_nameserver,drip,instagram,google_analytics,shopify",
thegoldgods.com,found,The Gold Gods,,thegoldgods.com,,,"+1 800-829-6199,+1 800-289-6199",support@thegoldgods.com,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,59,45,"E-commerce,Consumer Discretionary,B2C","Gold Gods offers designer jewelry & accessories crafted to perfection. Gold Chains, Rope, Franko Chain, Diamond Tennis Bracelets, Miami Cuban Link Chain, Rings, Jesus, Angel, Cross Necklace, Ruby Pendant, Diamond Spiked Laurel, Buttercup Tennis Chain, ...",,"12505 NE 41st St #200, Kansas City, MO 64161-9512, US",America/Chicago,-6,12505,NE 41st St,200,Kansas City,64161,Missouri,MO,United States,US,39.15494,-94.46019,https://logo.clearbit.com/thegoldgods.com,thegoldgods,,TheGoldGods,1.71E+09,Designer Jewelry Crafted to Perfection info@thegoldgods.com #TheGoldGods,3849,5,,https://t.co/Wd4n7Mxemh,https://pbs.twimg.com/profile_images/644033341147103232/FoZVNyUV_normal.jpg,,FALSE,private,,,,95207,306675,,,,,,,,"cloud_flare,godaddy_nameserver,yotpo,google_tag_manager,shopify,youtube,facebook_advertiser,perfect_audience,google_analytics,conversio",
coolandthebag.com,found,Cool and the b,,coolandthebag.com,,,,contact@coolandthebag.com,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,34,33,"E-commerce,Consumer Staples,Apparel & Footwear,B2C",Cool and The Bag propose des tote bags originaux 100% coton homme & femme crÃ©Ã©s en collab' avec de jeunes artistes. Tote bag tissÃ© & imprimÃ© en France,2010,"7 Rue Oberkampf, 75011 Paris, France",Europe/Paris,1,7,Rue Oberkampf,,Paris,75011,ÃŽle-de-France,,France,FR,48.8630905,2.3681155,,coolandthebag,company/cool-and-the-bag,,,,,,,,,,FALSE,private,,,,,3299225,5,43475,,,,$0-$1M,,"cloud_flare,google_analytics,shopify,facebook_advertiser",
iroirocolors.com,found,iroiro colors,,iroirocolors.com,,,,,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,28,32,"E-commerce,Consumer Discretionary,B2C",Iroiro Natural Vegan Cruelty Free Semi-Permanent Hair Colors Made with Pure Coconut Oil and Natural Ingredients. Most Vibrant & Long Lasting Hair Colors!,,,,,,,,,,,,,,,,https://logo.clearbit.com/iroirocolors.com,iroirocolors,,iroirocolors,7.33E+17,,202,103,,https://t.co/VYP6hht6hc,https://pbs.twimg.com/profile_images/772606849480699905/7b_IXyGL_normal.jpg,,FALSE,private,,,,,1661028,,,,,,,,"google_apps,cloud_flare,double_click,google_remarketing,lead_dyno,google_analytics,google_adwords,shopify,twitter_button,facebook_advertiser,recaptcha,privy",
mannersapparel.se,found,MANNERS Apparel,,mannersapparel.se,"mannersapparel.clothing,mannersapparel.co.uk",,,,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,56,42,"E-commerce,Consumer Staples,B2C",manÂ·ner (mÄƒnâ€²É™r) 1. A way of doing something or the way in which a thing is done or happens. 2. A way of acting; bearing or behavior. 3. Manners a. The socially correct way of acting; etiquette. b. A swedish clothing brand.,,"Amiralsgatan 9, 211 41 MalmÃ¶, Sweden",Europe/Stockholm,1,9,Amiralsgatan,,MalmÃ¶,211 41,SkÃ¥ne lÃ¤n,,Sweden,SE,55.6010314,13.0065345,,manners-apparel-743378332361005,,,,,,,,,,,FALSE,private,,,,,8722511,,,,,,,,"cloud_flare,shopify",
ulrichvallee.com,found,,,ulrichvallee.com,,,,"fastlane@ulrichvallee.com,ulrich@ulrichvallee.com",,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ulrichvallee.com,,,,,,,,,,,,FALSE,private,,,,,631052,,,,,,,,"google_apps,cloud_flare,google_tag_manager,shopify,youtube,facebook_advertiser,google_analytics",
boompositive.com,found,,,boompositive.com,,,,"info@boompositive.com,juha@boompositive.com",,,,,,,,"Positive words dictionary and reference heaven of positive language. Come visit us and find all positive words neatly in one place, BOOM! â™¥â™¥â™¥",,,,,,,,,,,,,,,,https://logo.clearbit.com/boompositive.com,,,,,,,,,,,,FALSE,private,,,,66676,148264,,,,,,,,"cloud_flare,tawk,shopify,amazon_associates,facebook_advertiser,google_analytics,sumo",
elreypalomo.com,found,,,elreypalomo.com,,,,hola@elreypalomo.com,,,,,,,,"Productos originales del Rey Palomo , Tienda Oficial",,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,private,,,,,267194,,,,,,,,"cloud_flare,godaddy_nameserver,amazon_s3,shopify,facebook_advertiser,google_analytics",
cellucor.com,found,Cellucor,"Woodbolt Distribution, LLC",cellucor.com,"cellucor.mx,cellucor.net,tryc4.com,cellucor.tw,cellucor.co,cellucorsport.com,cellucor.us,cellucor.in,buycellucor.com.au",,+1 866-927-9686,support@cellucor.com,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,,42,"E-commerce,Consumer Discretionary,Health & Wellness,B2C","At Cellucor, we're committed to delivering the most-effective, best-tasting, and highest-quality supplements for your fitness journey. Better is never enough.",2002,"Austin, TX 78701, USA",America/Chicago,-6,,,,Austin,78701,Texas,TX,United States,US,30.2729209,-97.7443863,https://logo.clearbit.com/cellucor.com,cellucor,company/cellucor-international,Cellucor,2.05E+07,"Creators of #C4, Americaâ€™s #1 Selling Pre-Workout Brand.ðŸ’¥ Tag us with #CellucorNation.",101620,12495,,https://t.co/LlGpxNSxCi,https://pbs.twimg.com/profile_images/923591706028793857/jc2JYJNn_normal.jpg,,FALSE,private,,200695784,+1 979-314-7547,29235,107766,70,51-250,,,,$10M-$50M,,"bing_advertiser,cloud_flare,powerreviews,zendesk,double_click,microsoft_exchange_online,postmark,amazon_payments,outlook,microsoft_office_365,google_remarketing,hotjar,google_adwords,mandrill,google_tag_manager,mailgun,shopify,twitter_button,klaviyo,typekit_by_adobe,facebook_advertiser,zopim,google_analytics,conversio,segment",
manduka.com,found,Manduka,,manduka.com,"manduka.yoga,manduka.ch,manduka.it,manduka.nl,manduka.in,manduka.ws",,"+1 877-626-3852,+31 800 6263852,+1 800-778-7879","info@manduka.com,DMCA@manduka.com,DMCA@Manduka.com,newaccount@manduka.com",Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health & Wellness,31,31,"E-commerce,Health & Wellness,B2C","Manduka yoga mats, apparel and accessories are designed by yogis and trusted by teachers worldwide. Our yoga mats and yoga products are crafted for high performance in any practice. Shop Manduka online.",1997,"2121 Park Pl #250, El Segundo, CA 90245-4843, US",America/Los_Angeles,-8,2121,Park Pl,250,El Segundo,90245,California,CA,United States,US,33.90699,-118.3839,https://logo.clearbit.com/manduka.com,mandukayoga,company/manduka,mandukayoga,6.64E+07,Performance yoga gear and clothing. Email info@manduka.com for assistance from our team of super yogis.,54193,1826,"El Segundo, CA",https://t.co/5YMDzl6vKR,https://pbs.twimg.com/profile_images/992124696689717248/8KZ3LSxh_normal.jpg,organization/manduka-games,FALSE,private,,,,14777,78315,99,51-250,,,,$10M-$50M,,"aws_route_53,cloud_flare,nosto,microsoft_exchange_online,maxmind,facebook_advertiser,outlook,microsoft_office_365,facebook_connect,google_tag_manager,shopify,bing_advertiser,klaviyo,google_analytics,conversio",
treatyourselfemporium.com,found,,,treatyourselfemporium.com,,,,contact@treatyourselfemporium.com,,,,,,,,"Come to TYEmporium, the online variety store with sweet deals on everything that's fun, cute, practical, and stylish, for when you're hunting down that special treat for the special people in your life but aren't out to spend a fortune.",,,,,,,,,,,,,,,,https://logo.clearbit.com/treatyourselfemporium.com,,,,,,,,,,,,FALSE,private,,,,,2570713,,,,,,,,"cloud_flare,godaddy_nameserver,amazon_s3,recaptcha,optimonk,shopify,go_squared,facebook_advertiser,google_analytics",
yashry.com,found,Yashry.com,,yashry.com,,,,,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,56,42,"E-commerce,Consumer Staples,B2C","Shop popular brands like Carter's, Shein, Ralph Lauren, Tommy Hilfiger, New Balance & more from the #1 fashion store in Egypt",,"14 Prince Waleed Bin-Thinyan Al-Saud Block 1163, Ground Floor,ØŒ Heliopolis, Cairo Governorate 11799, Egypt",Africa/Cairo,2,,,,,11799,Cairo Governorate,,Egypt,EG,30.0961401,31.374053,https://logo.clearbit.com/yashry.com,yashryeg,company/edfa3ly.com,YashryEG,2.17E+09,Shop the world with no boundaries.,324,8,Egypt,http://t.co/YDzpRSieZP,https://pbs.twimg.com/profile_images/1189253139410706432/AsZTELxu_normal.jpg,,FALSE,private,,,,,57575,10,43475,,,,$1M-$10M,,"google_apps,cloud_flare,zendesk,double_click,amazon_s3,google_remarketing,google_adwords,mandrill,google_tag_manager,shopify,facebook_advertiser,mixpanel,google_analytics,conversio,criteo",
sugarbearhair.com,found,Sugar Bear,,sugarbearhair.com,"sugarbearhair.com.es,sugarbearhair.co,sugarbearhair.co.uk,sugarbearhair.es,sugarbearhair.in",,,hello@sugarbearhair.com,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,28,32,"E-commerce,Consumer Discretionary,B2C",Official Site Of SugarBearHair.com - The Creator Of Revolutionary Gummy Hair Vitamins,,,,,,,,,,,,,,,,https://logo.clearbit.com/sugarbearhair.com,sugarbearhair,,SugarBearHair,4.23E+09,"No one knows hair, better than a SugarBear!",8360,21,,https://t.co/n7Nlpqt6Ok,https://pbs.twimg.com/profile_images/667362382130245632/QCq0dL_V_normal.jpg,,FALSE,private,,,,34776,131504,,,,,,,,"amazon_associates,cloud_flare,godaddy_nameserver,bronto,yotpo,google_tag_manager,shopify,amazon_payments,facebook_advertiser,google_analytics,conversio",
gallantry.com,found,Gallantry,,gallantry.com,,,,"SUPPORT@GALLANTRY.COM,support@gallantry.com",Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,59,45,"E-commerce,Consumer Discretionary,B2C",Gallantry is an online shop with a penchant for well crafted everyday carry gear that will stand the test of time.,,"710 13th St #310, San Diego, CA 92101-7351, US",America/Los_Angeles,-8,710,13th St,310,San Diego,92101,California,CA,United States,US,32.71272,-117.15294,https://logo.clearbit.com/gallantry.com,gallantryusa,,gallantryusa,7.09E+17,Carry strong.,2630,0,"California, USA",https://t.co/jTZULX1Rv9,https://pbs.twimg.com/profile_images/1057802892587917313/IEQ0ZT_9_normal.jpg,,FALSE,private,,,,28414,102197,,,,,,,,"google_apps,namecheap_dns,cloud_flare,klaviyo,double_click,justuno,google_remarketing,google_analytics,google_adwords,shopify,typekit_by_adobe,facebook_advertiser",
wholesomeculture.com,found,Wholesome Culture,,wholesomeculture.com,,,,"support@wholesomeculture.com,info@wholesomeculture.com",Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,23,32,"E-commerce,Consumer Staples,Apparel & Footwear,B2C","An apparel company to inspire a better, healthier, and plant-based lifestyle around the world. We will keep fighting for the animals.",,"1209 N Orange St, Wilmington, DE 19801, USA",America/New_York,-5,1209,North Orange Street,,Wilmington,19801,Delaware,DE,United States,US,39.7484301,-75.5477307,https://logo.clearbit.com/wholesomeculture.com,wholesomeculture,company/wholesome-culture,WholesomeCultur,7.57E+17,Apparel Company Spreading the Plant-Based lifestyle all over the world.,758,200,"MontrÃ©al, QuÃ©bec",https://t.co/tniKynLWqQ,https://pbs.twimg.com/profile_images/994269035737985024/h3-YAwEK_normal.jpg,,FALSE,private,,,,48769,123720,20,11-50,,,,$1M-$10M,,"google_apps,visual_website_optimizer,cloud_flare,double_click,amazon_s3,amazon_payments,optimonk,yotpo,google_tag_manager,shopify,klaviyo,go_squared,trustpilot,facebook_advertiser,google_analytics,hotjar,conversio,sumo",
pixibeauty.com,found,Pixi Beauty,POP Beauty Inc,pixibeauty.com,,,+1 800-792-5330,info@pixibeauty.com,Consumer Staples,Household & Personal Products,Personal Products,Cosmetics,28,32,"E-commerce,Cosmetics,Consumer Discretionary,B2C","Pixi Beauty Offers the Best Makeup Primer, Foundation &amp; Concealers. Selling Makeup Kits & Brush Sets. Buy online",2001,"1308 Abbot Kinney Blvd, Venice, CA 90291, USA",America/Los_Angeles,-8,1308,Abbot Kinney Boulevard,,Los Angeles,90291,California,CA,United States,US,33.9909175,-118.4679192,https://logo.clearbit.com/pixibeauty.com,pixibeauty,company/pixi-inc-,PIXIBeauty,3.11E+07,Fuss Fuss-free favourites to help you achieve flawless skin & #PixiPerfect makeup looksðŸ’š #PixiBeauty #PixiPretties,33095,5105,Los Angeles,https://t.co/Nhq3P6vt9c,https://pbs.twimg.com/profile_images/1169377847200239616/yCXJG1fR_normal.jpg,,FALSE,private,,,,31683,122286,58,51-250,,,,$10M-$50M,,"visual_website_optimizer,cloud_flare,klaviyo,zendesk,microsoft_exchange_online,quantcast,amazon_s3,outlook,microsoft_office_365,instagram,google_tag_manager,shopify,vimeo,google_maps,bing_advertiser,inspectlet,amplitude,facebook_advertiser,google_analytics,privy",
