,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
389,leons.ca,subdomains,23.227.38.32,,57,316001,1547,1023,3,3,1479,1202,142,84414,79993,29091,4347,8234,74,0,14,8,90555,296110
390,mrcnoir.com,subdomains,23.227.38.32,,15,11557593,113,89,0,0,110,104,7,619,619,96,0,22,0,0,0,0,1132,12336
391,koisea.com,subdomains,23.227.38.65,,0,115628550,32,5,0,0,23,23,7,92,92,65,0,0,0,0,0,0,1477,4303
392,zoevacosmetics.com,subdomains,23.227.38.65,,61,222890,4344,3824,0,0,1825,1314,25,77522,73542,13257,3972,3924,2,4,0,0,13080,75274
393,untuckit.com,subdomains,23.227.38.32,,65,152309,1577,1139,0,1,1397,1116,49,31011,30863,23247,148,17191,0,0,0,3,66224,113089
394,32degrees.com,subdomains,23.227.38.32,,30,3516240,282,157,0,0,286,252,9,7206,7026,3967,180,3734,0,0,0,0,6900,41656
395,califiafarms.com,subdomains,23.227.38.32,,68,110339,2277,1964,0,3,1682,1301,176,43068,42975,2111,90,4609,0,0,0,6,16471,24939
396,dtlr.com,subdomains,23.227.38.32,,65,149065,1368,957,1,3,1292,1018,23,156153,155995,23580,153,116912,1,4,2,7,273074,133060
397,ensorings.com,subdomains,23.227.38.32,,50,650125,601,414,0,1,575,487,147,5373,4832,2048,27,886,0,5,0,1,31017,102139
398,rovo.gr,subdomains,23.227.38.32,,8,18914224,41,30,0,0,40,36,5,197,197,41,0,9,0,0,0,0,2400,1257
399,charlotterusse.com,subdomains,23.227.38.32,,72,58248,11017,9757,0,16,4559,3068,19,446141,444443,109867,1674,81162,0,15,0,60,183910,460657
400,nisolo.com,subdomains,23.227.38.32,,61,218592,1798,1544,0,5,1173,933,196,18454,18097,5764,341,3374,3,11,0,32,19110,35374
401,bajaao.com,subdomains,23.227.38.32,,37,1935749,484,245,0,0,468,404,180,11524,11030,2712,493,4620,0,0,0,0,153872,113380
402,blendtec.com,subdomains,23.227.38.32,,73,48657,5204,4272,0,8,3872,2946,585,88165,86907,8782,1192,13836,27,0,0,31,40925,51624
403,mikayogawear.com,subdomains,23.227.38.32,,36,2076355,367,259,0,0,312,283,151,3486,3426,499,44,400,0,0,0,0,4357,2566
404,gaiam.com,subdomains,23.227.38.32,,77,21578,12832,11164,8,68,8203,5586,334,278345,274155,108202,1396,47135,10,2561,60,320,279051,504169
405,worldwidecyclery.com,subdomains,23.227.38.32,,44,1018480,834,509,0,3,851,681,148,67523,67317,6212,193,2893,0,13,0,54,110886,83499
406,riptapparel.com,subdomains,23.227.38.32,,55,386200,2675,1968,0,12,2168,1773,246,149914,149407,14999,492,58439,7,0,0,130,49562,31384
407,yummie.com,subdomains,23.227.38.32,,39,1444288,893,713,0,1,749,650,192,50676,47064,3235,3537,4512,0,75,0,35,14789,13587
408,mcgeeandco.com,subdomains,23.227.38.32,,52,508630,983,792,0,0,646,534,13,42224,42173,9455,41,17858,3,0,0,0,29295,15386
409,dryinsta.com,subdomains,,,,,6,0,0,0,6,6,0,14,14,14,0,0,0,0,0,0,1,0
410,fusionfreedive.com,subdomains,23.227.38.32,,23,6922279,82,44,0,0,70,69,26,1115,1107,99,8,700,0,0,0,0,88,115
411,kemoll.com,subdomains,,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
412,maismall.com,subdomains,23.227.38.32,,,,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0
413,microchips.com.au,subdomains,23.227.38.32,,27,4813756,53,37,0,1,54,52,13,92847,92845,238,2,77,0,0,0,2,504,580
414,tigermist.com.au,subdomains,23.227.38.32,,37,1899998,642,399,0,1,548,454,27,10820,10520,1327,298,3597,2,0,0,2,29069,126028
415,pawscomplete.com,subdomains,23.227.38.32,,1,56839954,50,18,0,0,47,47,35,222,216,119,6,13,0,0,0,0,2170,30
416,310nutrition.com,subdomains,23.227.38.32,,41,1281178,596,317,0,0,616,516,507,7381,6993,3684,387,366,0,1,0,0,16795,28037
417,explorethousand.com,subdomains,23.227.38.32,,48,745613,354,236,0,0,319,267,67,4773,4769,348,4,442,0,0,0,0,4678,3938
418,theouai.com,subdomains,23.227.38.32,,61,209605,1719,1444,0,1,1352,1074,384,15293,15232,4387,60,2428,0,1,0,2,49201,43950
419,tombihn.com,subdomains,23.227.38.32,,64,166957,3681,2947,1,10,3018,2404,47,135044,134469,11319,535,2440,5,0,2,197,35744,35373
420,8ball.co.uk,subdomains,23.227.38.32,,43,1068718,1417,1059,0,2,1098,974,180,100087,99898,4474,153,3241,0,0,0,11,36407,26426
421,jimwendler.com,subdomains,23.227.38.32,,46,854722,787,583,0,1,729,628,37,30040,30037,5546,3,1145,0,0,0,4,6333,26875
422,luminskin.com,subdomains,23.227.38.32,,17,9869919,82,42,0,0,100,94,8,580,566,143,13,96,0,0,0,0,5839,5876
423,bettystoybox.com,subdomains,23.227.38.32,,40,1428163,249,153,0,0,261,239,107,100128,99931,23538,197,92637,0,0,0,0,25882,42705
424,japanhaul.com,subdomains,23.227.38.32,,21,7772649,109,53,0,1,112,105,14,7511,7435,318,76,1,0,0,0,2,24343,12418
425,bedjet.com,subdomains,23.227.38.32,,58,271748,719,488,0,1,678,578,64,6705,6518,4374,187,125,0,0,0,2,15929,28763
426,fahertybrand.com,subdomains,23.227.38.32,,54,409854,784,660,0,2,695,606,52,36679,36458,1215,57,3247,0,161,0,45,13435,15469
427,gruntstyle.com,subdomains,23.227.38.32,,54,405814,1068,713,0,3,1005,841,19,109274,108060,6293,70,44274,2,0,0,33,33525,23028
428,myblusleep.com,subdomains,23.227.38.32,,26,5260286,51,42,0,0,65,61,15,2363,550,24,1813,27,0,0,0,0,374,278
429,rushlimbaughshowstore.com,subdomains,23.227.38.32,,27,4515621,510,337,0,0,387,321,13,41012,40813,1027,199,4465,0,0,0,0,4932,20996
430,weareladder.com,subdomains,23.227.38.32,,34,2442993,276,184,0,0,272,243,9,5733,5692,197,41,96,0,0,0,0,9077,1401
431,cogg.no,subdomains,23.227.38.32,,13,12471433,14,9,0,0,13,13,24,64,64,9,0,1,0,0,0,0,298,62
432,standout-cv.com,subdomains,23.227.38.65,,45,911568,548,375,1,11,518,438,331,7143,7131,4922,11,96,0,0,1,111,48520,183159
433,freshlypicked.com,subdomains,23.227.38.32,,63,184490,3030,2649,0,1,1496,1173,82,38429,38073,2569,355,1686,0,1,0,2,21064,20152
434,ninerbikes.com,subdomains,23.227.38.32,,61,211803,1520,1282,1,1,1256,1061,170,145219,143854,9197,445,32885,4,916,6,61,14627,37126
435,decathlon.com,subdomains,23.227.38.32,,72,52280,3650,2759,3,33,3047,2419,265,4122664,2103944,146052,2094,210277,2016572,8,70,3530,99179,1400257
436,cncpts.com,subdomains,23.227.38.64,,55,367887,1985,1688,1,4,1656,1356,17,91134,90902,3744,230,3996,2,0,16,23,65803,28278
437,teefury.com,subdomains,23.227.38.32,,67,130633,4364,3484,2,9,3110,2456,71,391923,373769,114164,17866,179895,2,121,13,57,95088,73816
438,celestron.com,subdomains,23.227.38.32,,74,36606,4927,4082,0,80,3959,3119,279,1643379,1643183,32403,156,1244698,4,3,0,363,40070,127560
439,relaxtheback.com,subdomains,23.227.38.32,,54,399075,1670,1176,1,5,1467,1232,242,70302,67755,15699,2517,9173,1,1,28,19,66458,62510
440,calledtosurf.com,subdomains,23.227.38.32,,27,4933613,265,174,0,0,210,176,7,1330,1272,371,58,102,0,0,0,0,7536,15549
441,pkgshop.com,subdomains,23.227.38.32,,27,5005061,131,77,0,0,150,130,23,3889,3613,115,153,133,0,0,0,0,721,1102
442,radiodepot.com,subdomains,23.227.38.65,,14,12193156,74,42,0,0,72,70,12,263,253,160,10,65,0,0,0,0,1239,681
443,pinhealth.com,subdomains,23.227.38.32,,30,3660223,119,54,0,0,128,118,14,1798,1750,281,48,32,0,0,0,0,8144,8828
444,spelldesigns.com.au,subdomains,34.234.103.166,,55,371036,1105,949,0,0,702,559,12,62318,62101,10686,217,10907,0,0,0,0,7360,14815
445,watches.com,subdomains,23.227.38.32,,53,479196,2461,1792,0,2,1864,1528,80,136046,118705,6183,17173,10155,15,1,0,184,46366,96691
446,getkeysmart.com,subdomains,23.227.38.32,,56,351527,1054,716,0,0,1019,843,8,61233,60885,1816,290,4003,0,2,0,0,7830,26076
447,moderncitizen.com,subdomains,23.227.38.32,,40,1344670,797,670,0,1,627,538,56,50148,49595,3208,553,2093,0,0,0,19,5052,7377
448,pax.com,subdomains,23.227.38.32,,74,36218,36835,36392,1,50,2519,1981,192,9708325,9705094,4898,1575,9364647,1464,62,592,864,25685,161418
449,getroom.com,subdomains,23.227.38.32,,36,2035544,344,278,0,0,339,315,7,1322,1313,164,9,99,0,0,0,0,31,0
450,drunkelephant.com,subdomains,23.227.38.32,,64,160989,2366,2083,0,2,1702,1326,153,61722,61481,4109,227,748,10,2,0,867,13292,114328
451,bluecrate.com,subdomains,23.227.38.32,,53,463143,610,447,0,1,519,455,13,246011,245887,823,9,169,0,97,0,5,2603,2858
452,aero-polo.com,subdomains,,,0,114927106,1,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,75,25
453,climintplus.com,subdomains,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,apc-us.com,subdomains,23.227.38.32,,55,390256,1760,1496,0,1,1264,1079,40,34355,21805,4884,12547,3446,1,0,0,42,25278,29830
455,atacado.com,subdomains,23.227.38.32,,35,2324917,246,184,0,2,196,171,34,11455,10577,363,875,944,3,0,0,3,14356,69037
456,littlestyleshop.com,subdomains,23.227.38.65,,10,16402034,89,29,0,0,82,76,10,592,574,128,13,0,2,3,0,0,2452,3212
457,domiosports.com,subdomains,23.227.38.32,,16,10454146,130,68,0,0,121,119,6,404,400,131,4,12,0,0,0,0,1742,571
458,calpaktravel.com,subdomains,23.227.38.32,,50,661673,903,732,0,3,726,608,30,186284,185636,697,617,2647,0,0,0,16,5804,24694
459,hiholden.com,subdomains,23.227.38.32,,26,5038929,72,34,0,0,67,62,9,207,205,112,2,36,0,0,0,0,1571,883
460,infinitelyloft.com,subdomains,23.227.38.32,,46,891555,105,67,0,0,114,103,23,4716,4712,2249,4,2303,0,0,0,0,5254,3279
461,jingus.com,subdomains,23.227.38.32,,20,8139751,204,103,0,0,210,186,97,3770,3504,2736,266,1533,0,0,0,0,6483,844
462,zestypaws.com,subdomains,23.227.38.32,,26,5128579,316,247,0,2,281,240,51,29969,29962,414,6,9,0,0,0,63,2038,4602
463,us-elitegear.com,subdomains,23.227.38.32,,33,2737277,776,527,1,3,761,655,9,121700,121629,1779,67,70657,3,0,8,46,14177,18874
464,perfectprime.com,subdomains,23.227.38.32,,7,20411705,105,44,0,0,100,96,49,452,440,185,12,2,0,0,0,0,795,135
465,slidebooks.com,subdomains,23.227.38.32,,5,27488750,251,185,0,2,236,202,4,45207,45206,280,1,0,0,0,0,33,588,273
466,umzu.com,subdomains,23.227.38.32,,36,1953086,304,167,0,0,292,266,397,2605,1441,656,1160,61,0,0,0,0,7316,5836
467,deadstock.ca,subdomains,23.227.38.32,,48,733014,1428,1199,1,4,1282,1104,70,166258,165734,4120,524,1896,0,0,8,77,111213,49954
468,onewheel.com,subdomains,23.227.38.32,,65,153369,1657,1252,1,11,1542,1276,45,21376,10823,2435,10534,524,0,4,6,1848,12550,77893
469,fast-growing-trees.com,subdomains,23.227.38.32,,55,363125,1950,1331,1,6,1517,1189,128,22665,22376,8471,227,1943,4,13,3,21,151292,354157
470,ninelineapparel.com,subdomains,23.227.38.32,,53,454697,897,579,0,0,854,688,73,26531,26266,1780,179,2419,2,0,0,0,40764,77843
471,100percentpure.com,subdomains,23.227.38.32,,71,68585,4351,3509,0,2,2893,2069,414,401353,399720,17273,1580,7456,0,42,0,17,76176,92051
472,shoppriceless.com,subdomains,23.227.38.32,,38,1722186,665,281,0,0,640,516,53,11044,10763,2075,281,4711,0,0,0,0,18376,28439
473,masterdynamic.com,subdomains,23.227.38.32,,70,83238,2224,1763,0,3,2111,1692,161,17700,17561,3238,133,928,0,6,0,5,12232,12470
474,myarcadegaming.com,subdomains,23.227.38.32,,35,2320351,452,358,0,0,458,413,21,2322,2318,591,4,204,0,0,0,0,7063,7319
475,roselinlin.com,subdomains,23.227.38.32,,12,13780238,103,28,0,0,105,99,9,444,427,298,17,2,0,0,0,0,1059,765
476,8otherreasons.com,subdomains,23.227.38.32,,28,4229103,295,221,0,0,277,231,93,3433,3393,1090,40,976,0,0,0,0,1506,1187
477,amirisu.com,subdomains,23.227.38.32,,34,2438175,352,319,0,0,178,144,212,24287,24287,575,0,15052,0,0,0,0,1527,2234
478,ateliernewyork.com,subdomains,23.227.38.32,,28,4173253,255,213,0,0,190,164,5,37731,37731,1233,0,1715,0,0,0,0,3899,4281
479,aztec-clothing.com,subdomains,23.227.38.32,,2,42406472,23,3,0,0,8,8,7,44,44,40,0,0,0,0,0,0,1304,370
480,bstyle.store,subdomains,23.227.38.32,,16,10668723,81,56,0,0,94,90,18,3640,666,92,2974,39,0,0,0,0,193,1034
481,cmeocollective.com,subdomains,23.227.38.32,,40,1329080,672,604,1,0,449,388,10,3915,3845,230,70,103,0,0,2,0,3320,10561
482,dudu-mall.com,subdomains,23.227.38.32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,learolshop.com,subdomains,,,,,3,0,0,0,3,3,13,3,3,3,0,0,0,0,0,0,96,20
484,gcds.it,subdomains,23.227.38.64,,37,1859649,390,311,0,0,383,323,7,2874,2711,1167,163,108,0,0,0,0,1719,7969
485,japr.co.uk,subdomains,23.227.38.32,,18,9675996,15,11,0,0,15,14,6,63,63,22,0,2,0,0,0,0,108,80
486,mamano-chocolate.com,subdomains,23.227.38.32,,31,3236714,140,120,0,0,162,143,44,661,653,124,7,14,1,0,0,0,1616,1269
487,tryclassy.com,subdomains,23.227.38.32,,0,82055895,25,9,0,0,28,27,6,507,507,107,0,1,0,0,0,0,327,2
488,orii.io,subdomains,23.227.38.32,,38,1647026,485,341,0,1,478,421,25,4203,4199,592,4,2442,0,0,0,18,687,1556
489,pimbicycles.com,subdomains,23.227.38.32,,18,9711369,79,39,0,0,79,79,18,78911,78909,59,2,8,0,0,0,0,1062,238
490,ramentrunk.com,subdomains,23.227.38.32,,0,65475253,6,3,0,0,7,7,5,103,103,4,0,0,0,0,0,0,109,155
491,robotimeonline.com,subdomains,23.227.38.32,,23,6883828,92,45,0,1,99,93,15,19555,19531,198,24,8,0,0,0,19059,4582,3388
492,sectsshop.com,subdomains,23.227.38.65,,12,14348382,37,33,0,0,36,35,11,107,107,20,0,6,0,0,0,0,1480,134
493,sellenatela.com,subdomains,23.227.38.32,,15,11326757,51,44,0,0,68,62,52,846,845,132,0,64,0,1,0,0,229,183
494,sohaliving.com,subdomains,23.227.38.32,,34,2571184,245,201,0,0,229,210,9,1666,1664,174,2,62,0,0,0,0,1856,1115
495,swipeupinc.com,subdomains,23.227.38.32,,25,6227037,348,222,0,2,354,307,10,46340,46332,1725,8,11,0,0,0,36,1662,4027
496,tsuchiya-randoseru.com,subdomains,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,violetfox.com,subdomains,23.227.38.32,,26,5422091,104,51,0,0,121,108,13,7339,1457,1149,5882,230,0,0,0,0,2318,970
498,wilkinswalk.com,subdomains,23.227.38.65,,2,38934939,17,10,0,0,16,15,12,28,28,12,0,2,0,0,0,0,3971,6120
499,yiqiko-shop.com,subdomains,,,0,92415290,3,2,0,0,3,3,1,3,3,1,0,0,0,0,0,0,3,0
500,tanotis.com,subdomains,23.227.38.32,,41,1243898,180,44,0,0,183,160,326,1080,1063,686,8,168,0,0,0,0,25456,9006
501,manscaped.com,subdomains,23.227.38.32,,56,345344,1246,768,0,1,1284,977,277,26258,25838,11042,382,7853,0,0,0,6,54004,79287
502,pixelunion.net,subdomains,23.227.38.65,,87,2207,10699,9947,1,8,1645,1342,820,17521611,17521292,219287,125,741,4,0,3175,3455,16539,9073
503,mountainvapors.net,subdomains,23.227.38.65,,15,11139606,100,19,0,0,85,71,9,827,795,330,18,142,0,14,0,0,8312,13077
504,sollover.com,subdomains,23.227.38.32,,0,159866469,3,1,0,0,3,3,12,6,6,4,0,0,0,0,0,0,593,69
505,theidleman.com,subdomains,23.227.38.32,,69,101387,3103,2245,0,9,2735,2013,699,82454,73142,23039,9278,12485,3,2,0,25,401237,317541
506,utopia.pk,subdomains,23.227.38.32,,9,17819840,73,18,0,0,59,58,5,14084,14080,264,0,34,0,4,0,0,936,1415
507,blackriflecoffee.com,subdomains,23.227.38.32,,62,205557,1624,1166,1,4,1550,1206,1054,76198,75935,5831,225,15211,0,12,4,5,38633,0
508,crownandcaliber.com,subdomains,23.227.38.32,,64,161197,1198,842,1,5,1237,1030,381,251120,250752,5200,160,229137,15,167,2,19,114827,213904
509,drink.haus,subdomains,23.227.38.32,,33,2753864,381,332,0,0,394,363,15,1999,1996,224,2,340,0,0,0,0,461,582
510,sunglass.la,subdomains,23.227.38.32,,31,3326372,439,360,0,2,356,290,13,57444,57436,4191,5,538,0,3,0,186,10798,11982
511,secretlab.co,subdomains,23.227.38.64,,47,808519,960,628,0,1,977,795,87,46882,46771,4192,85,3065,0,26,0,37,31306,71345
512,goldurban.com,subdomains,23.227.38.32,,4,30660006,75,56,0,0,62,58,30,136,136,36,0,8,0,0,0,0,1177,195
513,helixsleep.com,subdomains,23.227.38.32,,58,288259,1151,780,0,5,1183,936,69,15429,15321,7874,108,863,0,0,0,17,20547,22875
514,midwaydeals.com,subdomains,23.227.38.32,,0,114548323,13,11,0,0,14,13,8,623,620,30,3,12,0,0,0,0,28,0
515,themancompany.com,subdomains,23.227.38.32,,38,1741819,491,331,0,0,481,412,57,2940,2570,851,76,415,0,294,0,0,12062,17093
516,allbirds.com.au,subdomains,23.227.38.32,,33,2707492,116,77,0,0,106,94,50,3503,3490,141,11,1276,0,0,0,0,1057,2677
517,sipsby.com,subdomains,23.227.38.32,,38,1569767,363,246,0,0,321,274,257,3462,3443,640,19,726,0,0,0,0,4734,6248
518,mirascreen.com,subdomains,23.227.38.32,,30,3678158,305,226,1,1,290,265,25,39673,39670,286,3,52,0,0,2,14,4189,13983
519,blinkforhome.com,subdomains,23.227.38.32,,71,65521,1754,1210,0,1,1587,1256,91,16770,16578,4718,189,3878,0,0,0,1,41301,117301
520,callistopublishersclub.com,subdomains,23.227.38.32,,6,22896950,33,15,0,0,38,33,1,115,113,86,2,2,0,0,0,0,166,43
521,weddingshopworld.com,subdomains,23.227.38.65,,0,66112035,31,5,0,0,20,19,6,81,81,72,0,0,0,0,0,0,784,230
522,makesyouspecial.com,subdomains,23.227.38.65,,11,15298225,28,8,0,0,11,9,0,49,47,32,0,7,0,2,0,0,16,0
523,bjorkandberries.com,subdomains,23.227.38.32,,36,2068432,412,356,0,0,360,290,46,15395,15160,272,235,189,0,0,0,0,1173,781
524,survivalfrog.com,subdomains,23.227.38.32,,36,1949397,807,592,0,2,797,669,374,62175,61844,3664,165,3003,2,0,0,26,10321,6209
525,shopifypreview.com,subdomains,23.227.38.37,,85,3952,9414,9142,0,4,825,716,38,102173,101038,1536,301,10927,0,831,0,25,72,0
526,transparentlabs.com,subdomains,23.227.38.32,,45,969146,431,220,0,1,407,343,155,17494,16813,12767,676,2583,2,3,0,1,61425,126185
527,amapolaveganshop.com,subdomains,23.227.38.32,,29,4071900,102,90,0,0,104,94,25,3161,3160,23,1,10,0,0,0,0,684,1172
528,altitude-sports.com,subdomains,23.227.38.32,,53,455186,967,654,0,5,869,767,30,298907,297537,4620,112,3414,6,410,0,34,119610,170575
529,platanomelon.com,subdomains,23.227.38.32,,41,1274243,272,201,0,2,303,273,62,5241,5226,367,14,1909,0,0,0,89,35431,172987
530,diyrecordingequipment.com,subdomains,23.227.38.32,,40,1343201,563,236,0,0,603,452,294,8009,7928,2182,19,437,0,0,0,0,5122,3295
531,jomers.com,subdomains,23.227.38.32,,14,11830662,282,233,0,2,286,265,3,54340,54334,555,6,747,0,0,0,39,2747,4343
532,littleunicorn.com,subdomains,23.227.38.32,,48,776668,882,799,0,3,586,480,10,70111,70050,448,60,101,1,0,0,7708,9730,14025
533,proozyfit.com,subdomains,23.227.38.32,,5,26875514,28,12,0,0,37,37,8,13336,13314,13065,22,35,0,0,0,0,254,41
534,thegoldgods.com,subdomains,23.227.38.32,,19,8617264,223,91,0,0,214,176,17,1727,1705,716,17,74,0,5,0,0,13428,20398
535,coolandthebag.com,subdomains,23.227.38.32,,31,3307439,169,151,0,0,142,109,61,2578,2573,148,5,68,0,0,0,0,1481,4542
536,iroirocolors.com,subdomains,23.227.38.32,,9,18107831,71,27,0,0,76,72,16,748,747,639,1,2,0,0,0,0,5779,3839
537,mannersapparel.se,subdomains,23.227.38.32,,7,21516974,54,46,0,0,52,44,3,610,609,24,1,46,0,0,0,0,42,69
538,ulrichvallee.com,subdomains,23.227.38.32,,72,54306,826,796,0,3,494,403,11,303675,303669,56382,6,55,0,0,0,234,336,830
539,boompositive.com,subdomains,23.227.38.32,,2,44057125,109,42,0,0,108,102,31,1707,1707,413,0,45,0,0,0,0,65722,101126
540,elreypalomo.com,subdomains,23.227.38.32,,4,30518104,86,28,0,0,91,84,6,491,490,354,1,0,0,0,0,0,5310,12838
541,cellucor.com,subdomains,23.227.38.32,,57,300155,1170,829,0,2,1091,924,201,31226,30923,11406,278,14609,0,1,0,12,72194,153038
542,manduka.com,subdomains,23.227.38.32,,72,59385,3502,2963,0,6,2580,1920,72,55805,54498,8284,1299,15679,3,1,0,11,23365,66146
543,treatyourselfemporium.com,subdomains,23.227.38.32,,,,4,0,0,0,4,4,0,6,6,6,0,0,0,0,0,0,0,0
544,yashry.com,subdomains,23.227.38.32,,16,10576682,112,59,0,0,113,107,7,2083,2078,335,4,1521,0,1,0,0,7980,2444
545,sugarbearhair.com,subdomains,23.227.38.32,,50,627469,785,586,0,1,760,630,17,10154,10042,7025,112,6069,0,0,0,2,8442,56630
546,gallantry.com,subdomains,23.227.38.32,,50,669184,414,287,0,1,405,358,72,58472,58144,579,278,420,0,1,0,2,9321,13434
547,wholesomeculture.com,subdomains,23.227.38.32,,36,2072404,511,397,0,3,457,392,1254,52287,52243,539,44,152,0,0,0,547,9604,16077
548,pixibeauty.com,subdomains,23.227.38.32,,62,201881,3213,2727,0,1,1988,1517,284,85694,85333,8377,349,3107,0,5,0,35,27214,66591
549,trinaturk.com,subdomains,23.227.38.32,,62,204562,2916,2604,0,2,1707,1393,12,120895,120779,18079,116,20646,0,0,0,20,13916,17334
550,labelmn.com,subdomains,23.227.38.32,,1,56903091,111,24,0,0,122,112,11,766,766,637,0,0,0,0,0,0,493,5330
551,petalandpup.com.au,subdomains,23.227.38.32,,51,570538,169,110,0,0,148,133,15,1086,1077,182,1,511,0,8,0,0,13368,54371
552,beginningboutique.com.au,subdomains,23.227.38.32,,49,695018,1067,791,0,2,751,620,25,80831,80717,15081,107,15978,2,4,0,3,53665,163371
553,aknology.com,subdomains,23.227.38.32,,1,56689092,37,11,0,0,37,35,34,164,154,104,0,16,10,0,0,0,2678,3086
554,alamourthelabel.com,subdomains,23.227.38.32,,21,7712303,364,304,0,2,344,303,32,47342,47307,218,35,26,0,0,0,5965,10271,11257
555,apt2b.com,subdomains,23.227.38.32,,54,430157,1229,906,0,1,906,740,180,57327,57104,6361,219,5290,0,0,0,52,25129,24921
556,donut.media,subdomains,23.227.38.32,,55,385272,412,205,0,1,450,399,10,10397,10374,8256,23,45,0,0,0,2,867,3025
557,everyonedoesit.com,subdomains,23.227.38.32,,46,875330,1035,643,0,2,972,844,44,638390,638114,6838,252,609629,0,0,0,11,28410,46697
558,keetsa.com,subdomains,23.227.38.32,,47,782816,3590,3190,1,7,1115,986,24,38264,37934,3089,294,9112,10,0,4,27,8125,3606
559,oaklandish.com,subdomains,23.227.38.32,,59,262987,878,739,1,3,755,661,184,80436,80396,1513,35,3155,3,0,349,45,8140,7026
560,thecerealschool.com,subdomains,23.227.38.65,,18,9303844,142,94,0,0,139,134,299,32368,335,102,4,19,0,0,0,0,7535,5383
561,thursdayboots.com,subdomains,23.227.38.65,,53,468549,1046,691,0,4,994,828,48,67110,66974,2554,132,366,0,0,0,23,46327,135301
562,trueleafmarket.com,subdomains,23.227.38.32,,49,680730,4394,1354,5,44,3621,2767,79,62919,61107,42608,1780,1372,0,0,39,213,24220,16268
563,undersunfitness.com,subdomains,23.227.38.32,,12,14125461,46,16,0,0,57,57,23,329,323,67,6,3,0,0,0,0,3875,1489
564,v-dog.com,subdomains,23.227.38.32,,45,903024,983,801,0,1,753,658,397,63642,63618,616,24,9398,0,0,0,8,9520,7441
565,goodmorningsnoresolution.com,subdomains,23.227.38.32,,45,922283,292,140,0,0,304,281,141,2809,2651,1157,158,478,0,0,0,0,1031,785
566,hallogadgets.com,subdomains,23.227.38.32,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,488,131
567,wikiwiiuk.com,subdomains,,,0,113972526,1,1,0,0,1,1,7,115,115,0,0,0,0,0,0,0,189,24
568,ballwash.com,subdomains,23.227.38.32,,27,4950024,157,86,0,0,155,142,19,1646,1543,315,103,983,0,0,0,0,2783,3692
569,nostalgicbulbs.com,subdomains,23.227.38.32,,24,6494401,123,42,0,0,138,126,18,671,645,415,26,8,0,0,0,0,12692,11111
570,mrswordsmith.com,subdomains,23.227.38.32,,44,977693,294,179,0,0,288,251,41,1619,1567,260,52,35,0,0,0,0,4334,2413
571,thepurrshop.com,subdomains,23.227.38.32,,6,24719552,38,10,0,0,29,28,9,8533,8533,71,0,2,0,0,0,0,2195,1346
572,thatfestivalshop.com,subdomains,,,,,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,88,165
573,boba.com,subdomains,23.227.38.32,,56,337388,1954,1547,0,4,1325,1121,530,96734,96311,2817,414,6027,4,5,0,37,13379,15418
574,hemper.co,subdomains,23.227.38.32,,43,1071903,501,315,0,0,508,415,86,10508,10419,4698,73,1218,2,0,0,0,44674,170822
575,onia.com,subdomains,23.227.38.32,,48,735312,650,523,0,1,592,498,41,7951,7894,2392,53,2066,0,4,0,1,4412,3385
576,planetofthevapes.com,subdomains,23.227.38.32,,40,1352588,393,182,0,1,386,334,97,7390,7004,4615,386,705,0,0,0,2,31115,182788
577,strolleria.com,subdomains,23.227.38.32,,32,3089959,200,84,0,0,212,185,69,1398,1324,516,72,87,0,2,0,0,29309,20956
578,flawlessvapeshop.com,subdomains,23.227.38.32,,25,5957429,560,277,0,4,571,479,33,52837,43385,10127,9451,2251,0,1,0,54,21457,23030
579,railsclothing.com,subdomains,23.227.38.32,,42,1165792,917,771,0,2,829,692,13,78333,78313,1675,15,836,0,4,0,27,9561,13700
580,wethenew.com,subdomains,23.227.38.32,,29,3879199,76,33,0,0,72,65,13,311,305,107,6,4,0,0,0,0,11169,64644
581,lotioncrafter.com,subdomains,23.227.38.32,,44,996648,783,557,0,2,612,525,27,33230,33191,3722,37,177,0,0,0,21,23878,27880
582,rumdv.com,subdomains,23.227.38.32,,19,8801309,10,10,0,0,4,2,22,26,26,0,0,13,0,0,0,0,593,46
583,packagefreeshop.com,subdomains,23.227.38.32,,62,200222,1626,1405,0,7,1098,857,18,9026,8934,1397,11,860,3,2,0,21,20919,29040
584,sitstay.com,subdomains,23.227.38.32,,75,29070,3147,2707,0,7,2108,1569,298,104601,104279,3285,299,2995,12,3,0,22,114958,117644
585,noracora.com,subdomains,23.227.38.32,,55,375177,301,135,0,0,253,220,10,12372,12199,1058,171,9179,0,2,0,0,3878,4830
