IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
584,sitstay.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,529","88,529",205753,com,SitStay.com,"Since 1995, shop SitStay for therapy and service dog vests and patches, supplements and oils for dogs, USA made natural dog treats and a wide variety all-natural supplies.",,US,Retailing,Retail-Miscellaneous Retail,RetailTrade,$0-$1M,,,3147,104601,114958,117644
585,noracora.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,611","88,611",41033,com,Noracora Fashion,,,GB,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,301,12372,3878,4830
586,theartifox.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,652","88,652",246877,com,Artifox,ARTIFOX designs and manufactures beautiful minimalist products for home and office spaces.,,US,Consumer Discretionary,Household Furniture,Manufacturing,$0-$1M,,,704,67198,3154,4043
587,robertgordonaustralia.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,696","88,696",681406,com,Gordon Robert,"Australian made pottery and locally designed and imported ceramics for hospitality, wholesale and retail. Family owned and operated for over sixty years.",,AU,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,,,,355,2839,3149,5493
588,unitexint.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,697","88,697",368657,com,Unitex Rugs,"Unitex offers wholesale rugs at great prices and is the largest distributor of Modern, Designer, Traditional and outdoor rugs within Australia.",,AU,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,,,,96,5955,1749,1273
589,biglifejournal.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,765","88,765",108892,com,Big Life Journal,"The Big Life Journal is the world's first growth mindset journal for kids. It teaches perseverance, grit, self-belief, positive thinking, and more.",,,,Newspapers: Publishing or Publishing & Printing,Manufacturing,,,,1038,58781,24238,13569
590,gerberchildrenswear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,943","88,943",135685,com,Gerber Childrenswear,"Shop the best selection of baby clothes for your newborn or toddler at Gerber Childrenswear. We offer a variety of baby Onesies Brand bodysuits, Just Born apparel, baby bedding, infant pajamas and more. Looking for white Onesies brand essentials for cr...",,US,Consumer Staples,,WholesaleTrade in United States,,,,1087,11819,53568,56875
591,hypop.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 88,981","88,981",103072,com.au,Hypop,HYPOP is a leading Australian online retailer of photography equipment. We offer a wide range of studio lighting solutions for photographers at all skill levels.,,AU,Retailing,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$0-$1M,,,222,4721,13079,10553
592,mymobile-gear.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 89,044","89,044",1051995,com,,,,,,,,,,,51,1430,107,9
593,kylieskin.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,105","89,105",147348,com,Kylie Skin,"Shop Kylie Skin by Kylie Jenner. Our products are cruelty free, gluten free, sulfate free, paraben free, vegan and dermatologist tested.",,US,,,,,,,706,4827,26900,36391
594,andieswim.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,176","89,176",158587,com,Andie,"Luxury one piece swimsuits and bikinis made for women by women available in inclusive sizes xs - xxxl. Our fit experts help find your perfect swimsuit. Try your swimsuit on at home with free shipping, free exchanges, free returns. Coverage, compression...",,US,Consumer Discretionary,Retail-Department Stores,RetailTrade,$1M-$10M,,,453,3055,6140,2952
595,hamama.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,209","89,209",229906,com,HAMAMA,It's failproof. Just add water once!,,,Consumer Goods,,,$1M-$10M,,,236,4627,1869,1667
596,instant-savings.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,217","89,217",1890727,com,,"The first massage chair engineered to help fix your posture, reduce pain throughout your entire body, and help you fall asleep.",,,,,,,,,8,17,8,2
597,jlabaudio.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 89,220","89,220",156210,com,JLab Audio,"JLab Audio is the award winning leader in personal audio: Wireless Bluetooth earbuds, headphones and Bluetooth speakers with more features and value.",,US,Consumer Electronics,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$1M-$10M,,,1498,51120,21479,77981
598,labucq.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,226","89,226",373729,com,labucq,"Labucq is a designer brand specializing in boots, ankle boots, pumps and heels for women. Italian Made, Designer Led, Direct to you.",,US,,,,,,,132,697,627,536
599,screenprinting.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,264","89,264",112487,com,Ryonet,ScreenPrinting.com is the place to find all the screen printing supplies and equipment you need. Ryonet has helped thousands of screen printers since 2004.,,US,Commercial Printing,,Manufacturing,$10M-$50M,,,880,464736,25809,47410
600,foriawellness.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,333","89,333",126547,com,Foria,"Discover the benefits and effects of CBD oil with Foria Products: ""Awaken"" CBD & Kava arousal oil for intimate massage, ""Basics Suppositories"" CBD for menstrual relief, ""Basics Tonic"" CBD oil supplement in 100% Organic Coconut MCT, ""Flow"" CBD Vape Pen....",,US,,Crude Petroleum & Natural Gas,"Mining,Quarrying, andOilandGasExtraction",,,,1114,16049,44140,90376
601,blackbeltbjj.store,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,413","89,413",,store,,,,,,,,,,,0,0,3,1
602,echt.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,596","89,596",86430,com.au,Echt,"Gym clothing store for men's and women's fitness gear, tailored for sportswear use with inspired designs from leading fashion trends.",,AU,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,132,1175,9848,32648
603,scarlettandjo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,724","89,724",2036235,com,Scarlett & Jo,A multitude of fashionable plus size styles at Scarlett & Jo,,GB,,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,317,44737,3528,5523
604,eluxury.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,933","89,933",81673,com,eLuxury,"Bring Luxury Home with Mattress Pads, Mattress Toppers, Mattresses, Platform Beds & Sheet Sets from eLuxury. Free Shipping On Orders $50+",,US,Consumer Discretionary,,WholesaleTrade in United States,$1M-$10M,,,4170,251778,14383,5873
605,hologram3d.es,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 89,985","89,985",4303764,es,Hologram3d.es,"Hologramas 3D y ventiladores hologrÃ¡ficos para profesionales, agencias de comunicaciÃ³n, ferias y tiendas. Alquiler y venta para eventos. Mejora la visibilidad y atrae nuevos clientes. LlÃ¡manos al 612 22 15 85 o escribe a clientes@hologram3d.es",,ES,Advertising,Services-Advertising,"Professional, Scientific, and Technical Services",$1M-$10M,,,1,5,121,38
606,lttstore.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 90,216","90,216",171583,com,,,,,,,,,,,372,395874,2372,16177
607,starlitevillage.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,276","90,276",886149,com,,,,US,,,,,,,47,169,982,1027
608,pastelsandpop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,429","90,429",1223259,com,Pastels and Pop,"At Pastels and Pop, we are always working to surprise and delight you with unexpected, distinctive designs for your shoe closet. Explore our jutti collection to find styles that are perfect for any occasion, from casual daytime to parties, festivities ...",,IN,Consumer Staples,Leather & Leather Products,Manufacturing,$1M-$10M,,,54,226,1020,709
609,bldwn.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,465","90,465",113056,co,BLDWN,A Modern Approach to American Fashion. Shop The Latest Collection of Everyday Essentials For Men & Women. Designed in Los Angeles. New Arrivals Every Month. Free U.S. Shipping & Returns.,,US,"Apparel, Accessories & Luxury Goods",Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,,545,5530,6092,3251
610,coinmine.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,494","90,494",248397,com,Coinmine,"The first ever personal crypto device, for the home. Just plug in. Connect to WiFi. And tap the currency you want to mine in the Coinmine app.",,US,,MetalMining,"Mining,Quarrying, andOilandGasExtraction",$1M-$10M,,,747,5999,2648,3808
611,usegreenco.com.br,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,738","90,738",60029,com.br,,,,BR,,,,,,,17,46,1234,740
612,snobahn.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,825","90,825",109738,com,SNÃ–BAHN,SNÃ–BAHN is a Colorado based company that is bringing the successful international concept of indoor ski and snowboard centers to the United States.,,US,Consumer Discretionary,Services-Advertising,"Professional, Scientific, and Technical Services",$1M-$10M,,,107,318,1396,467
613,windsorstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 90,866","90,866",32975,com,Windsor Fashions,"Discover the latest styles in women's clothing. Fashion-forward dresses, tops, jackets, bottoms, swimwear, shoes, accessories and more can be found at Windsor.",,US,Consumer Staples,,Construction,,,,3831,150444,368409,604327
614,alicemccall.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,009","91,009",276446,com.au,alice McCALL,"Shop Australian Designer Fashion Online at aliceMcCALL.com alice McCALL is an eclectic brand with a playful sensibility incorporated into playsuits, dresses, skirts, tops and accessories.",,AU,,,,,,,155,2154,5933,13649
615,breyerhorses.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,049","91,049",358910,com,Breyer Model Horses,"Breyer makes the world's most realistic and authentic model horses and accessories for play, collecting, customizing and showing.",,US,,Retail-Miscellaneous Retail,RetailTrade,,,,1418,135406,16491,34565
616,kewlioo.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 91,181","91,181",363014,com,Kewlioo,"Shop Sauna Vests, Suits & More at Super Affordable Prices. Free Shipping Worldwide - Get Yours Now!",,US,Internet Software & Services,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,,137,1238,3899,2264
617,whyte.bike,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,195","91,195",696958,bike,Whyte Bikes,Whyte Bikes are an award winning British bicycle company with a focus on performance and design. Superb asthetics combined with the best handling.,,GB,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,,,,541,16820,7133,26070
618,oofos.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,207","91,207",2378674,co.uk,OOFOS UK,OOFOS Recovery Footwear is engineered to help your feet recover faster from a long day or gruelling run. OOFOAMâ„¢ absorbs 37% more impact than regular performance shoes.,,GB,Consumer Staples,Leather & Leather Products,Manufacturing,,,,109,2239,599,1463
619,pyrodrone.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,330","91,330",243267,com,,"Pyro Drone is the leading source of professional FPV drone racing parts, gear, and accessories. latest and most reliable FPV gear available on the market. highest quality at an affordable price, Hyperlitethe most competitive FPV drone racing.",,US,,,,,,,261,26877,9242,9849
620,finisterre.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,359","91,359",243510,com,Finisterre,Finisterre is an outdoor apparel company that design functional and sustainable products for those who love the sea.,,US,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,,1529,39863,14041,19102
621,footmk.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 91,729","91,729",4702562,com,,"Bereitstellung von Herren- und Damenschuhen, einschlieÃŸlich Turnschuhen, Stiefeln, Oxfordschuhen, Slippern, AbsÃ¤tzen usw.",,,,,,,,,1,2,83,2
622,ekster.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,137","92,137",190196,com,EksterÂ®,"At Ekster, we produce accessories that enhance your life. Our top grain leather smart wallets are the perfect combination of style, convenience, and technology.",,NL,Consumer Discretionary,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$1M-$10M,,,660,71169,6639,9551
623,infograpia.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 92,157","92,157",46680,com,,All infographics youâ€™ll ever need are now at your disposal. The Worldâ€™s Largest Selection of Infographics in One Package. Infographic templates for Powerpoint,,US,,,,,,,40,252,1597,517
624,kono.store,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,176","92,176",151949,store,Kono Store,"Kono Store is the official place to buy Input Club Mechanical Keyboards, the WhiteFox Keyboard and our other related products.",,US,Retailing,Retail-Miscellaneous Retail,RetailTrade,$0-$1M,,,613,7641,9574,22239
625,drdabber.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 92,392","92,392",123533,com,Dr. Dabber,"We offering high quality and reliable vape pens, wax pens, dab pens for the ultimate unique vaporizing experience. Explore discounted versatile portable electric dab rigs with Dr. Dabber.",,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$1M-$10M,,,587,13486,15106,31479
626,aninebing.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,611","92,611",105917,com,ANINE BING,"Anine Bing is a women's fashion brand. The founder, Anine Bing, is also a blogger as well as a former model and singer.",,US,"Apparel, Accessories & Luxury Goods",Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1966,103987,7533,20987
627,baggu.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,613","92,613",108017,com,BAGGU,"BAGGU is a design driven manufacturer of bags and accessories, known for our clean designs, pop colors, and prints. We are dedicated to providing cool bags that feel good to use. Visit a Store BAGGU Brooklyn: 242 Wythe Ave No. 4 Brooklyn NY 112...",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,2474,12966,9060,60588
628,gorjana.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,648","92,648",96067,com,gorjana,"Looking for gold layering necklaces, engravable gifts, intention bracelets, hoop earrings, coin necklaces, or thin stacking rings? Shop the best selection of thoughtfully designed gorjana jewelry. Made to mix, style, and layer for all occasions.",,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,,1487,17765,15317,8841
629,knix.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,665","92,665",102799,com,Knix,Our amazing bras & undies are simply the most comfortable underwear you can wear all day long. Designed for everyday women by women. Find your size today!,,CA,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,,1398,46647,15045,21606
630,loveshackfancy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,668","92,668",180197,com,LoveShackFancy,"LoveShackFancy is a New York City-based lifestyle brand founded in 2013 by stylist, designer and creative director Rebecca Hessel Cohen.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,553,18592,4875,6085
631,poshpeanut.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,700","92,700",91749,com,Posh Peanut,"Baby Clothes by Posh Peanut are the perfect baby outfits for girls and boys. Shop baby swaddles, headbands, dresses, rompers, onesie's, and more. Shop now.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,358,2161,18347,12189
632,reddevilclothing.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,704","92,704",1297503,com,RED DEVIL CLOTHING,"Shop at Red Devil Clothing, your go-to shop for badass shirts, tanks, hoodies, and accessories for men, women, and kids. Evil since '98. Shop online today!",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,25,83,2072,1754
633,tecovas.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 92,727","92,727",76043,com,Tecovas,"Tecovas offers beautiful, handmade western boots & accessories sold directly to you at honest prices. Free shipping, returns, & exchanges.",,US,Consumer Discretionary,Services-Advertising,"Professional, Scientific, and Technical Services",$10M-$50M,,,686,10389,27301,11303
634,vessifootwear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,740","92,740",85067,com,Vessi Footwear,"Say goodbye to wet socks and clunky rain boots. Donâ€™t compromise style for functionality, enjoy the best of both worlds with Vessi waterproof sneakers.",,US,Consumer Staples,Leather & Leather Products,Manufacturing,$0-$1M,,,552,2456,5279,11827
635,riotdivision.tech,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 92,927","92,927",268566,tech,Riot Division,"RIOTDIVISION - ÑÑ‚Ð¾ Ð±ÐµÑÐºÐ¾Ð½ÐµÑ‡Ð½Ñ‹Ð¹ ÑÐºÑÐ¿ÐµÑ€Ð¸Ð¼ÐµÐ½Ñ‚ Ð½Ð°Ð´ Ñ„Ð¾Ñ€Ð¼Ð¾Ð¹, Ñ‚Ñ€Ð°Ð½ÑÑ„Ð¾Ñ€Ð¼Ð°Ñ†Ð¸ÐµÐ¹ Ð¸ Ð¼Ð¾Ð´ÑƒÐ»ÑŒÐ½Ð¾ÑÑ‚ÑŒÑŽ. ÐœÑ‹ Ñ€Ð°Ð±Ð¾Ñ‚Ð°ÐµÐ¼ Ð½Ð°Ð´ Ð¼Ð°ÐºÑÐ¸Ð¼Ð°Ð»ÑŒÐ½Ñ‹Ð¼ ÑƒÐ´Ð¾Ð±ÑÑ‚Ð²Ð¾Ð¼ Ð¾Ð´ÐµÐ¶Ð´Ñ‹ Ð¸ Ñ„ÑƒÐ½ÐºÑ†Ð¸Ð¾Ð½Ð°Ð»Ð¾Ð¼, ÐºÐ¾Ñ‚Ð¾Ñ€Ñ‹Ð¹ Ð² ÐºÐ¾Ð½ÐµÑ‡Ð½Ð¾Ð¼ ÑÑ‡ÐµÑ‚Ðµ Ð¿Ñ€Ð¸Ð²Ð¾Ð´Ð¸Ñ‚ Ðº ÐºÑ€Ð°ÑÐ¾Ñ‚Ðµ. ÐšÐ°Ð¶Ð´Ð°Ñ Ñ‡Ð°ÑÑ‚ÑŒ Ð²ÐµÑ‰ÐµÐ¹ ÑÐ´ÐµÐ»Ð°Ð½Ð½Ñ‹Ñ… Ð½Ð°Ð¼Ð¸ , Ð½ÐµÑÐµÑ‚ ÐºÐ°Ðº ÑÐ°Ð¼Ð¾Ð´Ð¾ÑÑ‚Ð°Ñ‚Ð¾Ñ‡Ð½...",,UA,Consumer Discretionary,"Jewelry, Silverware & Plated Ware",Manufacturing,,,,121,549,1126,882
636,loveamika.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,031","93,031",204720,com,amika,"Haircare and Tools for a lifestyle of self-expression and hair rebellion against conformity + the mundane. amika products are straightforward, fun & dependable.",,,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$10M-$50M,,,1656,61524,13687,23279
637,kuchentratsch.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,088","93,088",3349443,com,Kuchentratsch,Omas Kuchen schmeckt einfach am besten: Deshalb backen bei Kuchentratsch Omas und Opas deinen Kuchen nach altem Rezept und mit ganz viel Liebe.,,DE,Food Production,Food and Kindred Products,Manufacturing,$0-$1M,,,333,1714,3316,7931
638,highentity.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,201","93,201",374766,com,,We believe in keeping things simple: designer level fabrics and wardrobe staples sold directly to the consumer at a fair price.,,,,,,,,,12,490,195,95
639,seasonflory.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,334","93,334",3114703,com,,,,,,,,,,,2,4,37,0
640,deathwishcoffee.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,417","93,417",89647,com,Death Wish Coffee,""" The coffee is primarily sold online, but it is also sold in grocery stores across the US.",,US,Consumer Staples,Retail-Eating & Drinking Places,Accommodation and Food Services,$1M-$10M,,,2420,43467,47145,125057
641,greenbelly.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,419","93,419",188272,co,Anish Hikes,"The best backpacking meal. Non-cook, ultra-lightweight and huge nutrition. Each pouch comes with two high calorie meal bars made of all natural and gluten free ingredients. Designed for thru-hikers and long-distance adventurers.",,US,Consumer Staples,Food and Kindred Products,Manufacturing,,,,543,7717,81419,153770
642,polarprofilters.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,435","93,435",102168,com,PolarPro,"Founded by adventure seeking photographers and videographers, PolarPro creates premium DJI Accessories, GoPro Accessories and Camera Gear to help capture perfection.",,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$1M-$10M,,,1337,19250,36036,32254
643,zinnga.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,455","93,455",63068,com,Zinnga,"Online Shopping For Women Sarees, Salwars, Kurtis, Lehengas, Gowns & More Offers. Shop For Men Shirts, T-Shirts, Jeans, Jackets & Kids Clothing. Best Online Shopping in India, Top Ethnic Wear Collections With Free Shipping and Delivery. 7 Days Return P...",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,587,66495,6985,2764
644,shapingnewtomorrow.dk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,459","93,459",372637,dk,Shaping new tomorrow,"Shop klassiske herrebukser, t-shirts, poloer og sweatshirts i hÃ¸j kvalitet med maksimal komfort. 1-2 dages levering âœ” 100 dages returret âœ” Fri ombytning âœ”",,DK,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$0-$1M,,,120,12479,1499,13105
645,3dwallpanels.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 93,609","93,609",4470930,co.uk,3D Wall Panel Co,"We are the UK's Number One supplier and stockist of 3d wall panels. Supplying MDF, Wood and Plaster 3d wall panels since 2005 We offer next day delivery on most our 3d wall panels. Large stock available in many designs.",,GB,,Retail-Miscellaneous Retail,RetailTrade,,,,39,425,327,126
646,ohlyp.xyz,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 94,941","94,941",8388927,xyz,,,,,,,,,,,0,0,0,0
647,rosenmart.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 95,112","95,112",1311709,com,,,,,,,,,,,9,90,157,15
648,snowjoe.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 95,240","95,240",169460,com,Snow Joe + Sun Joe,"Snow Joe + Sun Joe specialize in developing outdoor tools. Visit now to shop and save on electric and cordless snow blowers, lawn mowers, and much more.",,US,Distributors,Wholesale-Paper & Paper Products,WholesaleTrade in United States,$10M-$50M,,,649,9107,17144,35800
649,heatonist.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 95,834","95,834",61960,com,Heatonist,Shop our curated selection of gourmet hot sauces from small-batch makers. Flat rate shipping.,,US,Consumer Staples,Food and Kindred Products,Manufacturing,,,,874,12370,14281,121579
650,jarvisen.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 95,862","95,862",205440,com,,The world's most powerful smart voice translator with real-time translation in 60 languages covering over 200 countries. Fastest response in less than 0.5 second. 2-year global data coverage. Contextual voice recognition and translation engine. Profess...,,US,,,,,,,21,68,43,0
651,qualitywoods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 95,872","95,872",93192,com,Quality Woods Furniture,"Quality Woods Furniture is a family owned Amish furniture store located in Rochester, MN. We offer the best in home furniture at discount prices.",,US,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,,,,86,434,3300,836
652,lovevery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 95,965","95,965",94661,com,,Award-winning educational play products and toys designed by child development experts for stage-based learning. Click to learn more.Â,,,,,,,,,432,1694,12775,2907
653,sensibo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,003","96,003",82800,com,Sensibo,Make your air conditioner smart. Sensibo works with any remote controlled air conditioner and saves energy.,,IL,Renewable Energy,Engines & Turbines,Manufacturing,$1M-$10M,,,690,11574,5175,7166
654,shoppingnetwork.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,054","96,054",141671,com,,"ShoppingNetwork.com is the #1 online destination for your favorite items. Take advantage of our daily Flash Sales, Wide Selection of Products, and Huge Savings across thousands of cool products. Our network of shoppers save an average of 30% more on th...",,US,,,,,,,128,9125,5284,1826
655,varley.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,137","96,137",256649,com,VARLEY,"Activewear for how we move. Varley creates forward thinking athletic apparel for yoga, training, running. Free shipping on domestic orders*. 10% off your first order.",,US,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$1M-$10M,,,452,3758,3283,4256
656,comme-avant.bio,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,319","96,319",302012,bio,,"DÃ©couvrez nos produits de cosmÃ©tiques bio certifiÃ©s COSMOS fabriquÃ©s dans nos ateliers Ã Marseille. Fabrication Artisanale & Naturelle - 100% VÃ©gan : Savon, DÃ©odorant, Shampoing, CrÃ¨me, Dentifrice.",,,,,,,,,334,43975,5161,20379
657,leslainesbiscotte.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 96,472","96,472",2521615,com,,,,US,,,,,,,310,46905,8076,13529
658,soelegance.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,599","96,599",1773749,com,,,,,,,,,,,9,14,24,80
659,vagabonesshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,641","96,641",3501836,com,,,,,,,,,,,5,10,400,10
660,we-rent-motorcycles.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,653","96,653",3536797,com,MotorbikeTrip,"Motorbike Rental and Tours in France in Nice, Cannes, Monaco, Menton. Rent a motorcycle and ride southern Europe, France, Alps, Corsica, Italy, Riviera, Spain",,FR,Consumer Discretionary,Services-Advertising,"Professional, Scientific, and Technical Services",,,,103,442644,3150,1741
661,livingwellshop.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,670","96,670",402709,co,Living Well Spending Less,Living Well Spending Less: Eliminating overwhelm in the lives of women everywhere by simplifying the necessary in order to make room for the essential.,,,,Services-Advertising,"Professional, Scientific, and Technical Services",,,,448,32577,466,2126
662,aquatrendsstore.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 96,766","96,766",801089,com,,High Quality Trending Products - Free Shipping on all orders over $75 - Savings & Deals - 24/7 Customer Support - Orders shipped within 24 hours - Online shopping for latest trends and more - Safe Payment - Buyer Protection - Great Value,,,,,,,,,4,7,19,7
663,ucon-acrobatics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 96,800","96,800",396485,com,Ucon Acrobatics,"We strongly believe in the idea of innovative, functional and especially minimalistic products for a whole new generation of creative consumers. Our vision is to create the best products possible with sophisticated fabrication, technical know-how and o...",,,,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,,,,474,15848,3016,6590
